source_id,pinned_revision,shards_inspected,security_safe_count,security_queued_count,security_blocked,row_streaming_attempted,rows_downloaded,candidate_rows,review_rows,rejected_rows,training_allowed_confirmed_false,decision,reviewer,reviewed_utc,notes
gptnl_english_2026,,,,,,,,,,,,pending,,,
